StudyHours,Attendance,PreviousMarks,SleepHours,FinalMarks
8.9,67.0,49.0,7.9,77.1
7.2,73.9,65.4,8.7,64.3
4.0,82.8,45.3,6.1,55.9
9.4,51.9,56.7,6.3,67.5
7.3,82.9,73.8,8.1,79.0
3.8,78.6,60.5,7.0,71.0
6.8,50.4,76.8,6.4,75.7
8.2,91.0,76.7,8.3,91.9
7.0,71.0,69.4,7.7,75.0
3.2,70.5,71.1,8.7,68.7
4.4,55.1,95.7,7.0,83.8
2.6,74.6,71.0,5.5,67.5
5.7,60.5,44.5,5.6,66.2
3.3,53.9,83.4,4.0,54.5
6.2,66.8,76.5,4.8,75.0
4.6,68.9,56.7,5.3,55.7
7.6,77.0,79.5,7.0,84.4
4.4,62.9,39.1,9.5,56.5
3.9,80.6,88.0,7.2,82.7
4.3,63.3,50.9,9.1,47.5
2.3,61.5,83.1,8.5,72.4
9.9,82.4,83.8,7.0,90.2
3.4,85.7,70.1,6.2,71.1
0.5,66.9,33.4,7.1,47.4
1.6,89.1,57.8,8.5,68.1
4.3,98.7,39.3,5.9,57.7
5.2,68.0,61.7,6.6,71.8
4.6,45.9,59.2,3.9,50.2
7.6,69.8,50.3,5.4,67.5
4.1,90.1,58.5,5.9,74.0
3.8,58.9,58.5,6.9,69.1
5.8,65.9,36.0,7.1,66.0
6.3,67.6,63.9,6.9,69.6
3.8,63.3,72.7,6.3,75.6
4.4,69.5,30.0,4.8,49.9
0.5,78.1,72.1,8.8,57.1
3.3,80.4,75.3,7.9,72.4
2.7,79.4,33.9,5.9,50.8
6.3,69.9,69.1,5.1,65.5
4.7,92.5,63.3,8.4,76.2
4.5,66.0,57.7,7.8,72.9
3.0,85.1,70.4,6.5,68.4
6.7,66.4,69.7,5.5,71.6
9.9,46.8,75.3,5.9,58.9
4.9,70.8,67.4,8.3,75.3
4.9,76.1,69.5,9.3,63.3
6.8,71.1,67.1,5.6,62.7
8.3,73.7,67.4,4.8,75.4
2.8,70.4,98.0,6.5,78.9
8.6,64.2,73.5,5.0,60.1
4.9,45.2,81.6,10.0,63.9
4.6,66.8,48.2,7.2,65.4
5.2,87.9,49.4,7.9,66.9
6.0,69.8,84.3,5.6,72.2
3.3,66.2,75.3,6.2,72.5
4.8,67.2,55.6,4.5,49.5
7.4,61.9,70.0,7.9,78.6
7.0,73.1,92.3,5.9,98.2
6.4,74.6,94.8,8.6,86.1
5.0,79.0,55.2,7.2,64.9
6.5,69.0,39.2,6.5,69.4
4.6,55.8,54.4,6.9,65.0
9.1,84.7,53.4,6.3,83.3
7.0,80.5,49.2,7.8,71.0
2.9,57.0,30.0,5.7,45.1
2.5,59.2,58.7,6.1,63.3
3.8,62.3,55.1,7.4,64.1
7.5,77.0,30.0,5.3,49.5
5.4,59.9,58.2,4.4,50.8
8.2,62.3,88.1,7.0,73.5
4.2,70.0,74.5,7.3,75.7
6.1,85.7,75.6,5.0,74.4
10.0,83.6,98.0,8.1,97.8
1.3,70.2,69.5,7.0,69.3
6.7,73.6,56.0,5.6,65.5
1.9,57.8,49.7,5.8,58.0
3.6,69.5,51.3,8.5,68.1
4.8,75.6,78.0,5.5,84.5
7.1,76.3,53.6,6.0,72.0
4.2,92.5,76.5,5.3,74.1
4.2,71.2,68.1,4.5,65.4
6.9,80.0,94.6,7.5,91.2
4.6,76.8,79.0,6.0,74.6
5.8,66.9,69.7,7.5,77.9
2.5,73.8,84.2,6.6,73.7
4.8,82.5,37.5,7.5,70.3
4.6,75.5,55.5,6.8,63.0
7.0,69.2,90.0,4.3,78.4
4.8,73.5,80.8,7.5,90.8
2.5,75.4,38.6,7.0,53.8
2.4,68.9,58.6,8.3,51.0
2.6,67.3,73.1,7.3,59.1
6.0,53.0,65.6,5.6,62.0
5.0,61.4,69.4,5.0,67.8
5.7,100.0,91.5,7.9,87.5
4.4,82.7,87.5,8.6,80.6
2.5,74.7,58.1,8.3,57.2
6.4,56.7,49.2,6.0,53.1
2.2,68.3,55.9,5.5,67.8
3.9,64.2,52.1,6.5,63.7
2.6,68.5,79.2,8.7,68.9
5.9,46.9,91.0,9.4,71.1
3.7,73.0,61.6,6.6,65.0
5.8,83.3,55.6,7.2,77.1
3.6,60.1,61.0,7.0,56.9
9.5,62.7,57.5,3.0,50.3
7.2,75.3,90.9,6.8,85.0
2.6,67.4,31.4,6.0,45.4
6.0,100.0,91.2,6.2,88.4
4.6,92.4,72.0,3.9,72.2
5.7,53.2,79.8,7.5,72.6
3.9,80.4,53.1,5.1,50.2
5.6,80.2,83.9,6.3,79.0
0.5,62.4,48.9,6.0,44.2
6.9,70.9,74.1,8.5,83.5
3.0,71.2,72.1,8.0,78.6
1.7,93.8,70.1,5.5,73.5
5.0,86.4,69.0,5.9,74.2
6.7,53.0,42.0,7.9,60.7
1.8,61.8,39.2,8.5,45.1
3.3,67.9,48.7,8.9,53.6
4.5,45.0,44.0,6.3,43.8
5.3,80.7,82.8,8.7,84.6
6.6,55.7,52.7,7.3,64.9
3.1,75.4,52.3,6.9,70.5
2.5,49.6,55.1,8.3,55.0
6.0,63.6,63.1,5.7,68.8
3.4,57.6,54.0,6.5,57.5
3.3,45.0,68.5,6.5,67.9
8.0,69.5,48.8,4.8,61.5
3.0,62.1,53.0,6.0,71.8
6.3,85.1,77.7,4.7,78.7
7.4,62.2,81.1,7.5,89.7
4.1,55.9,58.7,8.9,50.0
3.4,66.4,34.0,7.0,58.1
9.3,46.3,56.7,5.1,52.4
5.2,67.9,81.6,7.6,83.4
0.5,87.5,60.0,8.0,55.7
3.9,74.8,85.6,7.9,83.5
4.1,59.1,74.6,7.0,69.1
6.0,47.5,76.2,6.5,64.6
0.5,65.8,53.9,6.1,44.4
4.7,61.5,73.0,9.0,74.3
6.5,66.0,78.5,6.5,76.0
8.4,63.8,71.1,6.3,79.4
2.3,85.7,86.8,7.6,83.3
3.8,58.6,78.4,8.3,65.5
4.8,88.2,60.5,6.1,67.7
4.6,54.8,70.0,7.4,74.3
7.8,62.9,75.0,6.2,69.4
5.3,86.9,62.4,7.0,84.5
1.0,51.4,43.5,7.5,45.7
4.6,76.4,88.1,7.0,82.1
5.6,98.8,39.9,7.2,74.0
3.8,69.9,75.6,7.8,74.8
5.4,85.2,52.9,7.9,78.9
6.8,73.9,65.3,5.8,73.2
10.0,58.8,66.9,4.4,57.2
3.1,81.5,84.7,7.8,86.6
1.2,100.0,64.5,7.9,76.2
4.6,69.6,78.4,7.6,80.0
2.9,83.8,74.0,6.7,68.6
5.1,81.3,59.2,10.0,67.7
3.6,71.4,65.9,6.9,74.5
3.0,60.7,66.7,6.4,63.4
4.7,56.6,82.9,7.2,63.2
3.0,60.0,52.5,7.2,56.9
8.6,73.9,56.7,8.6,63.2
5.5,69.2,73.7,6.4,74.8
3.1,63.4,67.3,6.4,65.5
4.1,81.6,74.0,7.4,81.7
4.9,71.9,82.5,7.2,72.1
6.4,78.5,62.1,6.4,75.1
4.6,76.6,52.6,6.6,64.2
6.4,64.5,64.1,6.3,78.8
5.6,62.6,87.0,6.1,75.2
6.4,70.8,95.0,7.5,83.3
2.8,53.6,52.2,3.3,40.8
2.5,76.4,95.8,6.2,75.8
6.5,78.0,49.7,5.3,69.3
10.0,96.3,87.9,5.1,96.9
5.6,62.1,59.7,6.2,67.8
7.4,64.2,45.2,6.6,65.0
1.5,85.1,72.1,7.8,68.0
2.4,83.1,67.5,5.7,56.3
4.6,84.7,56.8,5.3,64.0
5.4,53.2,42.7,5.4,59.1
4.4,70.9,63.9,8.0,73.4
4.6,77.5,70.0,7.7,72.7
4.0,66.7,65.0,6.1,68.5
2.6,87.0,84.7,8.7,76.0
5.5,60.5,74.0,7.3,64.3
4.8,87.5,74.1,8.8,77.4
10.0,45.3,77.7,8.2,74.6
1.2,69.0,35.4,7.6,50.2
6.5,81.3,50.9,8.0,71.1
4.0,78.5,43.8,5.2,65.1
10.0,74.2,96.5,6.4,91.4
3.1,88.2,55.5,8.0,65.1
4.0,81.3,58.1,6.5,74.8
4.0,81.3,89.0,6.3,81.7
6.7,58.9,69.8,6.9,62.6
4.6,61.9,51.1,9.5,59.3
4.0,70.8,52.4,7.4,66.8
9.0,72.4,83.1,7.6,83.9
3.8,78.9,98.0,9.1,94.0
4.6,63.9,64.5,7.9,74.7
8.5,72.5,73.6,6.1,85.1
4.7,74.5,60.7,6.9,67.4
3.8,64.2,85.2,9.8,75.6
0.5,58.0,30.0,5.8,26.4
5.1,56.0,62.9,4.9,59.9
8.0,87.1,58.8,7.6,77.2
2.5,55.8,94.8,6.9,85.0
1.8,67.3,62.0,8.2,65.3
3.7,64.2,76.8,5.3,67.3
3.7,53.4,48.8,6.4,51.9
4.5,72.0,72.0,7.2,67.9
1.7,72.0,66.6,8.3,58.4
7.1,84.2,66.4,6.7,77.2
3.9,80.2,79.2,6.0,64.3
7.5,69.4,67.3,7.1,83.4
3.6,82.1,54.5,8.0,59.1
4.5,46.7,68.5,7.6,60.9
4.5,77.8,49.2,6.4,64.6
8.2,88.8,98.0,7.1,96.7
3.2,56.6,30.0,4.6,33.8
6.2,65.1,35.3,8.3,60.8
0.8,45.0,50.5,5.4,35.9
5.7,57.5,62.6,6.6,66.5
6.3,58.4,82.1,6.8,74.4
3.2,82.5,78.3,6.8,77.4
5.5,76.4,60.9,9.3,60.9
6.3,58.8,63.2,4.7,63.8
1.6,59.8,55.5,6.4,59.8
8.7,77.5,64.6,6.8,75.9
4.0,64.5,72.0,5.0,69.5
2.6,71.3,59.2,7.6,59.0
6.7,80.2,62.9,6.7,66.1
7.2,95.9,98.0,5.7,90.3
5.4,83.9,56.8,5.9,67.8
8.7,91.7,81.8,7.4,90.5
4.3,68.3,30.0,7.2,54.3
6.0,73.7,45.1,7.7,70.7
5.0,66.4,74.1,7.1,74.0
9.9,80.0,80.0,9.1,86.3
3.1,79.6,30.0,6.0,50.6
1.4,76.3,58.3,5.6,59.3
3.5,79.1,74.3,5.7,68.7
0.6,88.4,68.6,6.7,57.0
5.7,77.9,40.2,7.5,69.4
9.7,63.7,57.8,6.0,72.1
0.5,47.8,65.1,6.2,54.4
3.1,82.7,76.8,9.1,67.9
4.7,70.4,68.2,8.7,66.4
3.7,67.2,44.8,10.0,56.7
0.7,56.4,58.9,5.7,49.1
5.9,86.7,86.4,6.4,86.7
4.4,89.5,57.2,6.9,60.1
2.6,79.6,62.1,6.0,69.4
3.4,79.4,42.9,6.5,53.9
6.8,100.0,70.7,5.6,89.2
6.7,85.8,60.2,3.0,53.3
3.0,73.9,79.2,6.2,61.5
6.7,96.3,63.7,9.6,82.9
6.1,96.0,80.4,6.6,90.1
3.8,67.5,86.8,7.2,81.2
9.4,54.7,77.0,5.5,69.9
5.3,100.0,51.5,5.9,77.6
7.1,69.5,76.5,5.6,69.9
8.4,49.6,34.8,8.6,56.8
5.0,71.8,89.9,7.1,81.0
5.3,83.2,61.8,7.9,79.8
2.1,59.2,70.8,7.2,61.8
10.0,70.0,66.3,4.5,57.3
5.8,66.2,70.0,7.6,80.3
5.5,59.9,42.4,7.9,71.0
3.3,71.5,79.3,6.3,69.0
2.3,74.6,74.8,6.4,73.7
5.9,77.6,70.3,9.0,76.6
5.4,58.1,59.2,3.8,51.9
2.9,53.2,61.9,8.1,60.3
5.2,73.9,66.5,8.6,72.8
5.4,86.3,43.1,6.2,59.1
8.6,69.5,70.9,6.0,72.8
5.6,83.1,78.4,7.8,81.6
6.4,84.5,68.5,6.6,86.3
0.5,89.4,30.0,6.2,47.1
2.6,81.7,62.8,7.3,64.9
5.3,69.9,69.4,6.2,69.0
3.8,82.0,69.3,5.9,74.8
3.0,79.9,64.5,4.7,59.2
3.4,67.3,53.5,8.0,59.8
5.5,72.2,67.3,6.9,75.9
4.2,85.0,53.1,5.3,65.7
9.6,76.1,52.2,5.3,69.1
2.5,71.5,38.7,6.2,46.8
5.3,83.7,76.0,5.8,86.6
5.8,45.0,53.7,5.4,61.3
8.0,76.4,59.3,5.0,63.4
3.5,88.3,63.9,6.2,74.2
1.4,70.5,56.3,9.9,45.4
9.1,68.9,60.2,4.7,75.6
3.1,76.7,76.4,7.7,69.3
5.1,61.2,84.0,6.3,69.4
7.9,78.1,76.1,4.3,76.1
9.8,69.5,98.0,5.9,82.8
3.1,81.9,60.4,6.2,70.1
5.5,77.0,65.0,7.5,71.7
7.9,59.4,68.5,5.7,74.0
3.8,71.9,61.5,5.7,54.9
5.1,63.7,49.2,8.3,59.5
5.8,50.7,51.8,8.7,66.3
8.9,79.3,75.6,6.8,88.2
3.4,52.9,60.2,7.0,59.9
8.2,75.3,93.9,6.0,82.9
5.8,58.1,45.1,6.9,65.0
9.8,66.2,67.7,6.2,83.5
6.9,77.6,59.0,7.0,61.1
6.2,84.8,65.3,7.4,68.4
5.7,73.3,54.2,8.5,67.0
3.0,71.1,71.1,4.1,60.8
1.5,63.0,67.6,7.8,59.0
0.5,93.6,73.4,6.1,65.2
9.7,53.6,86.8,6.5,81.2
7.2,64.3,62.0,5.3,65.8
10.0,60.0,59.2,6.8,76.5
9.2,55.5,82.1,3.1,55.4
5.3,75.9,58.1,6.7,69.9
6.3,49.8,50.3,7.7,69.4
4.1,76.5,53.1,8.5,70.8
7.2,66.4,68.2,7.5,71.2
7.9,63.6,45.1,8.1,59.2
2.2,82.7,47.5,7.7,57.2
8.0,64.4,89.3,6.8,85.5
3.9,45.0,35.4,7.3,41.9
5.9,74.3,48.7,6.7,70.8
8.3,63.1,47.4,6.6,66.9
7.4,58.2,98.0,8.8,82.0
3.7,60.1,77.9,7.5,74.8
5.2,91.4,81.8,8.5,82.3
6.3,74.5,78.5,7.4,71.5
1.0,68.7,48.1,8.1,56.5
8.1,57.3,69.9,9.2,72.6
6.3,73.6,72.7,6.6,76.8
2.2,100.0,78.6,6.9,72.5
2.3,66.5,88.9,7.8,82.8
6.1,74.0,75.0,8.7,72.3
2.4,64.3,63.3,6.6,67.4
5.5,79.0,73.5,7.6,73.8
5.5,71.6,60.4,7.3,69.6
6.9,100.0,59.3,7.3,80.2
5.5,67.4,58.2,4.5,51.3
4.3,71.1,55.4,8.9,55.7
5.1,86.6,53.7,8.1,82.4
4.2,67.2,54.6,4.5,53.8
6.6,78.5,78.2,6.3,77.2
6.0,66.9,84.0,7.1,87.7
2.7,56.6,79.6,7.8,66.9
5.3,81.2,58.2,7.0,76.2
3.2,88.0,59.4,7.9,77.8
7.1,62.8,44.3,8.2,62.3
7.4,79.8,54.0,5.1,58.5
4.4,78.1,68.4,7.9,69.6
4.5,60.2,33.3,6.6,46.3
6.4,59.7,37.8,8.4,64.6
5.8,54.3,52.8,7.7,64.5
4.3,55.1,34.8,7.6,56.2
5.2,74.3,67.2,7.9,75.2
5.2,66.9,66.0,7.6,72.1
5.7,87.0,70.7,6.1,83.0
5.3,53.9,44.5,7.6,50.9
3.8,61.9,59.3,8.2,66.7
2.0,63.4,64.7,8.8,62.9
4.6,77.0,54.4,6.6,69.6
5.0,64.2,53.9,6.3,66.9
1.9,65.2,93.0,4.4,63.8
5.1,71.0,55.1,4.9,51.1
4.2,72.3,69.4,4.8,67.9
3.5,76.2,84.1,7.1,69.9
1.4,73.4,80.9,6.6,71.0
2.2,65.9,60.0,7.7,57.1
6.5,60.7,32.7,6.3,65.3
4.8,75.0,71.4,6.9,73.1
2.9,75.7,60.5,5.6,56.4
6.3,81.0,95.7,5.4,87.7
2.8,72.3,63.3,7.2,63.4
1.4,77.1,53.5,7.7,62.5
4.2,58.2,51.8,7.4,59.1
4.0,92.1,71.5,4.8,76.4
3.1,78.5,90.2,6.8,73.4
4.5,55.2,74.6,5.7,66.9
4.9,71.3,59.5,5.7,69.4
9.9,58.0,64.3,6.9,73.7
5.1,95.3,86.2,7.4,85.1
5.4,67.3,62.8,7.4,72.8
3.0,56.0,68.6,6.3,60.5
4.5,58.4,80.8,8.2,70.6
5.7,69.4,71.9,6.6,77.8
5.2,62.2,41.8,7.7,67.1
3.4,86.9,59.1,8.7,73.5
4.6,71.6,51.3,7.8,63.5
4.7,85.7,60.4,8.1,71.8
4.1,65.6,90.0,9.0,73.7
5.1,84.3,89.0,4.6,78.2
8.5,84.2,66.5,5.6,79.8
6.3,84.6,76.5,4.3,72.6
6.8,65.0,47.7,7.1,71.5
0.5,55.2,70.1,7.2,53.2
3.1,47.4,50.3,6.7,56.3
2.8,89.7,67.8,8.1,73.1
7.6,66.3,75.4,7.0,74.7
6.1,67.1,64.8,5.3,67.4
8.1,71.3,70.9,7.5,79.1
6.0,74.0,68.3,4.5,65.5
4.4,82.0,42.7,6.7,68.5
5.0,57.4,71.3,6.6,59.0
4.5,66.2,54.6,5.1,65.4
5.9,70.2,63.5,5.8,72.0
6.2,58.4,59.5,8.8,69.5
1.8,65.8,78.8,8.9,76.6
2.9,69.4,88.1,5.6,63.2
4.7,89.0,63.4,7.4,83.1
9.3,93.5,58.9,6.2,78.3
2.7,67.4,75.5,8.7,74.4
2.3,55.2,67.3,7.1,57.8
6.5,81.5,59.9,8.6,68.7
5.9,78.3,59.9,8.9,73.7
7.9,80.6,92.7,6.1,89.4
6.9,91.4,78.7,6.6,90.3
5.8,48.0,32.1,6.9,54.6
3.2,77.0,66.0,7.7,74.9
5.9,96.9,83.3,7.2,84.2
7.2,66.5,57.0,5.9,68.8
5.5,67.9,65.0,6.4,67.8
3.4,63.2,39.4,6.3,55.5
7.4,74.3,74.9,7.4,79.0
6.1,72.7,58.1,8.6,76.3
6.3,67.6,56.9,8.2,73.9
2.8,54.8,64.0,7.4,62.3
6.1,68.1,48.5,5.3,67.2
3.7,84.2,59.3,5.7,64.7
4.5,65.1,63.6,7.4,66.7
5.8,49.3,64.0,6.8,73.8
6.1,46.2,50.9,7.3,53.8
7.7,85.0,42.1,3.4,49.4
4.4,68.0,90.0,6.6,72.6
0.5,78.8,39.4,7.3,54.0
7.2,55.6,43.2,7.4,57.8
6.0,87.2,83.0,5.7,80.5
7.2,68.4,69.3,4.7,57.2
3.7,64.5,67.7,4.7,60.4
5.1,77.7,64.2,6.8,79.3
0.9,73.5,45.3,5.9,43.3
5.2,71.0,76.7,5.5,71.3
2.6,72.9,53.5,8.7,50.7
3.8,88.3,52.9,5.3,65.8
2.4,58.9,57.9,10.0,51.2
5.8,83.6,36.1,5.9,57.1
1.0,68.6,75.1,9.3,57.9
3.2,88.7,87.4,8.3,78.1
5.3,60.7,37.0,6.4,53.8
3.5,73.9,82.2,7.9,76.9
5.2,69.9,30.0,7.0,61.1
1.4,72.5,54.9,7.5,68.5
3.1,58.6,50.1,7.2,50.8
6.3,81.1,71.3,4.5,76.9
6.1,82.1,79.1,7.1,88.2
7.9,62.9,93.9,6.4,84.2
2.3,63.1,42.0,6.4,45.5
5.1,64.1,58.3,4.9,52.2
7.5,61.2,70.4,6.9,77.8
4.2,69.5,86.2,8.1,80.2
4.5,86.3,62.2,7.0,73.7
7.8,68.8,51.0,7.2,69.6
6.6,73.6,62.6,7.6,72.1
2.9,76.5,69.9,7.2,58.1
6.8,79.0,72.2,6.2,80.3
5.4,90.2,86.4,7.1,90.2
7.5,62.7,42.5,7.9,65.4
3.3,66.0,42.4,7.4,51.7
7.4,45.0,49.6,6.1,59.8
2.2,57.2,65.0,5.7,53.1
9.0,61.3,70.5,7.7,81.5
4.5,87.9,63.2,7.0,75.4
4.2,79.2,75.5,6.3,78.7
1.7,66.9,75.7,6.7,68.9
4.6,59.7,92.1,6.5,84.6
6.2,59.0,64.5,6.3,61.4
5.6,88.8,51.6,7.1,70.8
5.7,74.0,69.4,7.0,80.0
3.7,58.3,65.3,4.4,67.0
4.6,62.0,77.9,6.2,79.9
4.3,68.2,43.7,8.1,59.0
2.3,63.0,38.6,7.1,58.9
3.3,56.5,38.9,6.5,54.8
3.6,74.6,62.4,7.3,72.3
4.9,77.7,54.0,8.4,66.7
4.9,70.4,70.7,7.3,76.1
0.5,84.4,46.3,6.1,51.8
1.0,89.8,71.2,6.3,55.9
8.5,73.3,65.5,6.6,83.3
2.1,66.1,73.8,7.4,57.9
8.0,71.0,84.4,5.9,80.4
4.1,69.9,68.1,7.5,65.2
6.2,82.2,46.9,6.9,78.3
5.3,85.3,61.0,5.6,81.6
6.9,70.8,79.9,6.2,83.8
6.5,52.5,30.0,6.5,53.4
7.2,89.1,44.8,6.4,69.2
7.4,96.1,80.4,9.5,83.8
5.7,53.9,52.7,7.1,61.0
1.9,86.6,77.1,6.2,76.5
7.1,59.4,58.0,5.0,57.6
6.8,63.9,69.9,6.0,80.0
6.6,77.8,63.1,5.9,62.0
6.3,71.7,70.4,6.5,72.9
7.2,56.9,95.1,5.9,75.7
6.2,59.6,60.2,8.6,69.2
6.2,58.4,66.6,9.6,63.8
3.8,62.4,59.4,3.4,50.8
6.4,48.8,52.3,5.4,55.5
2.1,56.4,87.0,7.4,74.8
5.8,71.4,41.4,4.2,57.5
8.0,68.2,78.1,8.0,81.5
4.8,57.3,58.2,7.7,61.6
4.8,80.3,32.0,6.5,63.6
6.4,45.0,87.9,4.9,71.9
3.9,77.9,66.9,4.6,61.7
2.5,83.1,71.1,8.3,67.6
5.5,64.7,70.4,8.1,65.4
10.0,70.7,54.8,5.1,77.8
4.9,73.3,95.1,6.1,82.3
7.9,65.9,43.9,5.8,58.3
5.1,70.7,39.5,7.1,59.1
4.8,75.4,60.6,7.4,71.6
5.8,80.7,81.9,8.9,83.4
1.3,80.2,84.6,8.7,72.1
4.2,73.3,64.2,7.3,66.6
4.5,71.5,84.1,5.8,77.3
2.8,75.1,67.8,4.9,66.0
8.9,61.0,87.3,6.8,83.6
7.1,52.5,59.0,5.7,55.7
1.9,49.6,79.9,7.0,64.4
10.0,67.5,72.3,6.0,74.5
6.1,69.7,53.0,8.4,58.9
6.2,74.8,61.3,6.8,75.7
6.9,86.9,52.9,5.0,63.0
1.9,75.8,49.3,6.6,59.9
2.6,73.0,64.0,7.8,62.4
5.1,72.1,60.1,7.0,65.4
1.9,69.4,60.5,6.4,62.0
7.4,81.0,45.8,5.0,69.1
3.9,74.7,62.8,8.2,70.8
1.5,54.2,52.8,7.2,54.8
2.6,70.0,74.8,6.1,74.1
2.5,70.6,57.7,7.4,59.5
4.2,81.6,80.7,6.8,76.1
5.0,56.5,43.7,7.4,58.4
5.0,80.5,60.5,7.9,62.5
1.2,68.2,30.0,6.7,42.9
5.8,78.4,88.8,8.0,87.0
2.4,81.8,58.1,7.4,57.1
8.7,72.8,68.1,4.4,64.1
5.6,75.9,77.3,5.7,72.8
6.2,72.2,83.7,6.7,74.5
10.0,78.1,79.0,4.9,82.7
6.8,68.9,45.3,4.0,53.6
5.7,60.3,56.6,8.4,64.1
5.1,71.8,68.1,5.6,75.6
3.3,75.4,69.4,6.4,68.6
3.2,46.3,42.0,7.7,46.0
3.7,57.9,49.7,6.5,68.8
7.9,84.7,80.8,5.3,72.6
3.5,83.5,48.4,5.4,58.4
5.5,72.7,61.4,5.9,72.4
6.3,66.7,55.4,6.0,63.0
4.3,61.0,73.9,7.7,81.5
6.3,77.0,74.1,5.4,76.1
5.2,73.8,64.6,7.5,70.6
4.3,55.4,65.9,8.8,65.3
2.0,92.7,64.7,5.6,76.6
2.4,67.2,65.7,7.6,67.0
3.9,65.9,48.6,7.3,54.1
4.6,83.8,83.8,6.7,81.0
4.2,62.9,53.3,9.1,64.8
2.8,76.5,79.0,6.9,78.9
9.7,74.8,46.1,7.7,80.1
3.5,82.1,68.3,8.0,76.1
3.9,86.4,69.3,6.8,75.6
0.9,70.4,49.6,8.4,52.5
4.3,58.8,57.2,7.9,65.4
6.2,58.3,54.4,5.9,62.9
6.9,74.0,66.9,5.1,60.6
9.3,90.3,56.5,8.7,78.6
3.1,45.0,38.3,6.7,54.0
3.3,74.7,78.0,5.8,72.7
2.9,76.3,75.5,7.8,74.7
6.2,58.2,48.9,6.5,70.4
5.1,65.3,72.5,7.1,68.6
6.6,76.4,51.3,7.5,78.4
2.9,88.9,56.9,5.7,55.9
6.0,63.0,58.3,7.2,61.1
1.0,64.7,59.1,5.7,48.3
6.9,75.5,86.5,4.8,85.0
3.8,48.9,84.5,7.6,73.3
3.5,64.8,54.8,7.1,68.0
3.0,80.3,53.4,5.9,67.0
2.4,82.3,78.8,6.4,77.8
6.0,57.2,65.6,5.9,76.6
8.5,80.7,88.2,6.6,91.5
4.9,76.3,87.2,4.8,74.8
6.4,83.2,77.4,6.1,70.1
4.2,65.2,57.6,7.8,75.3
4.5,67.7,66.9,7.2,65.1
5.5,75.7,66.8,7.5,76.8
3.0,73.7,38.4,5.6,46.9
1.4,68.3,71.5,7.6,55.7
7.0,73.2,67.1,9.0,66.8
5.9,66.6,64.2,7.1,69.1
7.0,55.6,58.4,7.3,72.2
2.5,61.4,60.3,7.5,54.6
6.2,58.5,92.7,8.9,82.6
2.0,58.8,67.6,8.0,69.0
0.5,55.3,58.4,5.7,46.1
6.2,81.7,89.0,6.3,83.8
0.8,75.6,86.1,6.1,62.9
4.6,75.5,56.8,6.9,75.2
3.3,90.8,54.6,7.1,67.7
6.0,75.6,66.9,5.9,66.7
7.2,69.1,98.0,4.6,75.7
0.5,75.4,63.1,7.2,51.6
3.2,58.3,69.9,6.6,58.7
0.8,54.6,57.9,8.3,43.2
3.6,78.6,62.3,5.9,68.4
5.0,58.5,81.8,4.7,65.2
4.0,59.8,65.5,5.2,61.2
3.9,59.2,80.8,7.7,78.4
5.2,64.6,42.6,6.8,46.0
5.4,89.4,72.5,5.6,74.9
6.9,84.9,91.5,7.2,88.2
6.1,68.6,62.0,8.8,76.0
6.2,69.5,43.7,7.6,60.5
3.3,59.6,98.0,7.3,89.1
7.1,64.9,52.5,6.7,65.3
7.4,74.5,73.5,8.3,81.4
6.2,73.2,69.4,6.9,75.6
2.0,90.9,82.9,7.0,73.8
6.4,74.1,60.3,6.6,61.6
0.5,78.6,50.5,8.5,55.6
0.9,70.6,84.7,7.6,74.5
5.5,64.1,78.9,6.2,69.8
3.3,57.8,79.3,5.6,57.6
4.6,84.3,67.2,5.0,74.8
4.5,66.0,90.3,7.7,87.9
6.2,52.8,57.2,7.9,64.3
6.0,80.7,56.6,5.9,70.5
4.0,75.2,44.7,6.4,60.7
6.3,80.8,65.6,6.6,80.5
4.8,65.8,71.0,6.8,74.0
9.2,64.5,59.5,7.6,69.8
6.0,72.7,73.6,7.0,83.6
7.4,70.0,70.2,6.9,77.8
5.1,69.6,69.7,6.2,67.3
2.8,51.0,50.0,6.8,53.4
8.4,45.0,60.9,7.9,69.4
9.7,62.6,93.6,5.0,80.8
5.5,67.3,45.9,6.7,66.2
3.8,64.0,66.5,8.1,63.0
1.6,86.7,78.7,8.5,83.7
7.4,77.8,68.8,6.3,78.9
5.7,68.7,45.3,7.6,69.4
8.9,61.9,53.4,6.2,69.7
8.6,60.0,64.0,5.8,61.0
3.4,45.0,58.2,5.7,57.1
7.9,79.1,54.9,7.6,73.4
4.7,52.0,67.1,5.9,66.9
1.3,80.9,98.0,6.5,78.1
5.6,61.4,66.3,5.3,60.2
6.4,59.3,74.7,5.0,78.2
5.5,65.6,53.4,6.2,64.7
6.9,82.8,73.6,6.5,80.4
3.6,86.3,98.0,7.1,85.8
4.1,54.9,63.0,9.4,63.2
6.7,79.4,30.0,6.3,64.9
8.0,62.4,52.1,6.2,56.6
7.6,68.9,64.1,6.6,71.8
3.7,73.8,80.7,8.5,75.9
2.6,72.1,65.0,6.3,64.8
5.4,84.8,62.1,8.0,75.0
5.3,77.1,80.8,6.9,74.9
4.0,70.7,72.6,8.4,64.5
5.6,81.4,58.7,6.9,73.9
4.3,52.2,67.7,9.1,58.8
4.7,62.8,60.2,6.2,67.2
2.7,79.7,68.0,6.6,67.9
7.2,61.5,71.8,8.2,69.0
10.0,62.5,57.6,5.7,76.5
